Household_ID,Timestamp,Consumption_kWh
H1,2024-01-01 00:00:00,0.9638406475300745
H1,2024-01-01 01:00:00,0.7790723234019079
H1,2024-01-01 02:00:00,0.7081540687707886
H1,2024-01-01 03:00:00,2.1972354919106376
H1,2024-01-01 04:00:00,0.6227263065812585
H1,2024-01-01 05:00:00,1.6160359319799078
H1,2024-01-01 06:00:00,1.7754036029741846
H1,2024-01-01 07:00:00,2.3933816216696053
H1,2024-01-01 08:00:00,2.0636304498550793
H1,2024-01-01 09:00:00,0.7556663705892199
H1,2024-01-01 10:00:00,0.66246828074212
H1,2024-01-01 11:00:00,1.055051430498969
H1,2024-01-01 12:00:00,0.5532546771806777
H1,2024-01-01 13:00:00,1.366646610724678
H1,2024-01-01 14:00:00,0.9654004386215909
H1,2024-01-01 15:00:00,1.9888413492934203
H1,2024-01-01 16:00:00,2.4775209881968734
H1,2024-01-01 17:00:00,1.8329673494573342
H1,2024-01-01 18:00:00,0.6506767261476523
H1,2024-01-01 19:00:00,1.6170663926213982
H1,2024-01-01 20:00:00,1.7027592771195288
H1,2024-01-01 21:00:00,1.0865881093480518
H1,2024-01-01 22:00:00,0.5820479378371042
H1,2024-01-01 23:00:00,1.9550842433733033
H1,2024-01-02 00:00:00,2.0059541322938195
H1,2024-01-02 01:00:00,2.480874182442472
H1,2024-01-02 02:00:00,1.601833533499643
H1,2024-01-02 03:00:00,2.2092243434753156
H1,2024-01-02 04:00:00,2.131768259918915
H1,2024-01-02 05:00:00,1.6690291305131744
H1,2024-01-02 06:00:00,1.0262406347709339
H1,2024-01-02 07:00:00,2.170490095232066
H1,2024-01-02 08:00:00,1.185709090625912
H1,2024-01-02 09:00:00,1.6465252004283157
H1,2024-01-02 10:00:00,1.8890817719707353
H1,2024-01-02 11:00:00,1.297329194770379
H1,2024-01-02 12:00:00,0.7954424144980481
H1,2024-01-02 13:00:00,1.4349270166172294
H1,2024-01-02 14:00:00,0.6274042978317613
H1,2024-01-02 15:00:00,1.2674181921014103
H1,2024-01-02 16:00:00,2.483892557388785
H1,2024-01-02 17:00:00,1.1648333967982691
H1,2024-01-02 18:00:00,2.2177633150974847
H1,2024-01-02 19:00:00,0.5880511626658069
H1,2024-01-02 20:00:00,1.3202145881961003
H1,2024-01-02 21:00:00,1.7105908916874086
H1,2024-01-02 22:00:00,1.3210552981257484
H1,2024-01-02 23:00:00,1.14182640766674
H1,2024-01-03 00:00:00,1.399807347442154
H1,2024-01-03 01:00:00,0.8749190961476412
H1,2024-01-03 02:00:00,2.236237334982647
H1,2024-01-03 03:00:00,0.5223983679592041
H1,2024-01-03 04:00:00,1.518023370150061
H1,2024-01-03 05:00:00,1.7166802964073473
H1,2024-01-03 06:00:00,1.6686785244006872
H1,2024-01-03 07:00:00,0.7891622278720658
H1,2024-01-03 08:00:00,2.209095468253971
H1,2024-01-03 09:00:00,2.2608102469577247
H1,2024-01-03 10:00:00,2.052862178108035
H1,2024-01-03 11:00:00,1.722419810395718
H1,2024-01-03 12:00:00,0.5616687114169334
H1,2024-01-03 13:00:00,2.4107236117180078
H1,2024-01-03 14:00:00,0.679994007717712
H1,2024-01-03 15:00:00,1.0374055363761239
H1,2024-01-03 16:00:00,1.4856455856809312
H1,2024-01-03 17:00:00,2.2179878266313144
H1,2024-01-03 18:00:00,1.0828568565127443
H1,2024-01-03 19:00:00,0.5623637250675564
H1,2024-01-03 20:00:00,2.2907422063453766
H1,2024-01-03 21:00:00,0.8162011246226824
H1,2024-01-03 22:00:00,2.4457521574687253
H1,2024-01-03 23:00:00,1.6015376193563755
H1,2024-01-04 00:00:00,0.5619212590693989
H1,2024-01-04 01:00:00,0.6325173811695501
H1,2024-01-04 02:00:00,2.4132049235647774
H1,2024-01-04 03:00:00,0.5426035481701008
H1,2024-01-04 04:00:00,2.0558046626265645
H1,2024-01-04 05:00:00,1.4744733749114851
H1,2024-01-04 06:00:00,1.116068555642733
H1,2024-01-04 07:00:00,1.7488841542270943
H1,2024-01-04 08:00:00,0.6579081031134688
H1,2024-01-04 09:00:00,2.156597612570464
H1,2024-01-04 10:00:00,1.7313726280420456
H1,2024-01-04 11:00:00,1.6208837040403983
H1,2024-01-04 12:00:00,1.352921499047754
H1,2024-01-04 13:00:00,0.8479059271350975
H1,2024-01-04 14:00:00,2.0340298787715416
H1,2024-01-04 15:00:00,2.488925764949158
H1,2024-01-04 16:00:00,1.9058327191151068
H1,2024-01-04 17:00:00,1.9913001542180786
H1,2024-01-04 18:00:00,2.3810108016146234
H1,2024-01-04 19:00:00,1.7104857597390646
H1,2024-01-04 20:00:00,0.6482816474458508
H1,2024-01-04 21:00:00,1.0244931030079867
